miner_uid,run_id,epoch,loss
197,6,1,7.700375801825648
199,6,1,7.2568672312329845
2,6,1,6.662770321136347
200,6,1,6.463167253621813
201,6,1,6.695518288903748
202,6,1,6.573005113827568
205,6,1,6.742550396440213
208,6,1,6.870072048229099
209,6,1,6.7048100520407
21,6,1,6.676142689780765
210,6,1,6.4350182982346436
212,6,1,7.117008673822748
214,6,1,6.514189714770839
216,6,1,6.388528043097884
217,6,1,6.4603082480735985
219,6,1,6.644602774828193
220,6,1,6.523229940977712
228,6,1,6.710682297007064
230,6,1,6.238108059741308
238,6,1,6.797521205507397
241,6,1,7.199191077605921
242,6,1,6.249245772466636
244,6,1,6.2077796399194165
247,6,1,6.2328137825094885
248,6,1,6.420977298457834
249,6,1,6.820074893819871
25,6,1,6.68434554387516
250,6,1,6.817778241287111
255,6,1,6.557054927392004
26,6,1,6.403773767200281
3,6,1,6.526032630424964
30,6,1,7.835387314331566
31,6,1,6.710316929632949
32,6,1,6.702753685974953
34,6,1,6.550985028345765
35,6,1,8.109970688831124
39,6,1,6.603517597921435
40,6,1,7.080908396677739
42,6,1,6.58221758050409
46,6,1,6.597032161458681
47,6,1,6.780551700654731
50,6,1,5.919941274721008
52,6,1,6.35406529098319
53,6,1,7.097098976175381
56,6,1,6.449433763275235
58,6,1,6.804703620786027
59,6,1,7.357454039824481
61,6,1,8.319432011488749
63,6,1,6.792461210253562
70,6,1,7.030598419925062
71,6,1,6.634627635296904
72,6,1,6.882434161611109
73,6,1,6.428996562505794
74,6,1,6.549395464065798
75,6,1,7.098654720454905
77,6,1,6.671996946985136
80,6,1,6.465965503572313
83,6,1,6.544771876033974
85,6,1,6.664267938262054
86,6,1,6.331900967717451
88,6,1,6.698191495238249
9,6,1,6.809371711374721
93,6,1,6.550081591451875
97,6,1,6.599148879568833
99,6,1,6.379218368788113
1,6,2,5.675161944083237
106,6,2,5.860893176864177
108,6,2,6.236831406421246
109,6,2,5.770459257571004
111,6,2,5.9192559149098
112,6,2,6.4240135735707415
113,6,2,6.33374359486644
114,6,2,5.717357714743105
115,6,2,6.454919750136421
116,6,2,5.723838540745133
117,6,2,5.758931760523929
121,6,2,5.7403896806403045
122,6,2,5.766879656650483
126,6,2,6.510900902095286
129,6,2,5.611969261545246
13,6,2,5.688396494510064
130,6,2,5.897458846896935
133,6,2,6.272473115289156
134,6,2,5.872794556519912
135,6,2,6.3106913736867405
136,6,2,5.805941188305315
137,6,2,5.768182904774377
138,6,2,6.260000589704319
140,6,2,5.823171268858342
141,6,2,5.694439164743275
144,6,2,5.779601975932143
145,6,2,5.792929227601488
146,6,2,5.697464227340947
147,6,2,5.750966106145453
148,6,2,5.8383290026006405
15,6,2,5.842735457243142
154,6,2,5.349245665681206
155,6,2,5.819957146485769
157,6,2,5.5297057878929134
160,6,2,5.949907169486384
162,6,2,5.81208341010738
164,6,2,5.711806102222072
165,6,2,5.720901158353555
166,6,2,5.7605559781783935
167,6,2,5.721010063681726
170,6,2,5.872917287019187
173,6,2,6.3142491006918124
18,6,2,5.801046603960459
181,6,2,5.828380117529476
183,6,2,6.278161885993418
184,6,2,0.39283807607634474
187,6,2,5.216279053707473
188,6,2,5.80446687718053
191,6,2,5.853375240340001
194,6,2,5.964272729924647
196,6,2,5.785838470194548
197,6,2,6.346041473469043
199,6,2,6.256719430989113
2,6,2,5.840164649574582
200,6,2,5.740208528495016
201,6,2,5.770707889555967
202,6,2,5.854034340396603
205,6,2,5.7209329131131845
208,6,2,5.870516015297145
209,6,2,5.818033428309209
21,6,2,5.787314015965532
210,6,2,5.765256293596432
212,6,2,6.438159360323235
214,6,2,5.761027820457383
216,6,2,5.774076766791392
217,6,2,5.744946552777978
219,6,2,5.812190486978931
220,6,2,5.75901465704853
228,6,2,5.833855020335254
230,6,2,5.63427796172125
238,6,2,5.7998062042234455
241,6,2,6.367206712256136
242,6,2,5.764551227562973
244,6,2,5.550809282002667
247,6,2,5.649282089308316
248,6,2,5.7660238320579955
249,6,2,5.8006053898908965
25,6,2,6.069639471115153
250,6,2,5.764497799639152
255,6,2,5.719070421220926
26,6,2,5.762337808166958
3,6,2,5.8398410331556345
30,6,2,6.431724930145381
31,6,2,5.7248163980992715
32,6,2,5.687176474184021
34,6,2,5.725580444066809
35,6,2,6.385835282335942
39,6,2,5.691578771981842
40,6,2,6.244693909610146
42,6,2,5.686782065405418
46,6,2,5.335232001545816
47,6,2,5.767220056454876
50,6,2,5.340841472398062
52,6,2,5.414036726816864
53,6,2,6.200146083355259
56,6,2,5.763812177957032
58,6,2,5.7752715498155895
59,6,2,6.4702521721152575
61,6,2,6.359666497763977
63,6,2,5.696873746150313
69,6,2,5.530688734644123
70,6,2,5.745658788559801
71,6,2,5.810198545152692
72,6,2,5.884978190826769
73,6,2,5.761427925345007
74,6,2,5.721652195019595
75,6,2,6.446460783857332
77,6,2,5.706673595384199
78,6,2,5.786317438358834
80,6,2,5.834692141961468
83,6,2,5.362148644148792
85,6,2,5.878659577440622
86,6,2,5.527860541128427
9,6,2,5.803653778319994
93,6,2,5.719830268678511
97,6,2,5.6990687071258455
99,6,2,5.851959743846114
